userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,sentiment
sahril kece,berinteraksi jarak,5,0,2.24.13.77,2024-09-25 06:45:27,,Positif
Abdul Ajid H,status berantakan beraturan,1,0,2.24.18.80,2024-09-25 06:45:03,,Negatif
Yand Svb,konfirmasi kakak aplikasi nya,1,0,2.23.8.76,2024-09-25 06:43:29,,Negatif
Paino Sp,pakai whats app irit ekonomis,5,0,2.24.13.77,2024-09-25 06:42:17,,Positif
Sri Goldlion,belumm unistal,1,0,2.24.13.77,2024-09-25 06:41:57,,Negatif
Maya Kadu,ok,5,0,2.24.11.79,2024-09-25 06:41:14,,Positif
Resti Ulen,whatsapp spam mohon perbaiki,5,0,,2024-09-25 06:40:55,,Positif
Dex Lia,mantap,3,0,2.24.13.77,2024-09-25 06:40:30,,Netral
Samsung Isirr,baguss,5,0,2.24.18.80,2024-09-25 06:39:32,,Positif
Tasya adista Adista,nmer ssya kena blokir,5,0,,2024-09-25 06:39:27,,Positif
Wonosobo Wonosobo,membantu saad tugas sekolah kalo guru kabarin gerup,3,0,2.24.12.78,2024-09-25 06:39:01,,Netral
Acuy Coet,ok,5,0,,2024-09-25 06:38:17,,Positif
Yadi Yadi,aplikasi instalpadahal updet,1,0,2.24.18.80,2024-09-25 06:38:14,,Negatif
Van,oi admin wa gua blokir gara gara kena bug wa guapas mindahin wa ku hp hp ku kena blokir alasan wa resmipadahal gua masukin nya pake wa play store nya langsungyang resmi nya,1,0,2.24.18.80,2024-09-25 06:36:16,,Negatif
Bleteng Espoo,mantap,5,0,2.24.18.80,2024-09-25 06:36:02,,Positif
Sinar Sinar,terbaik,5,0,2.24.13.77,2024-09-25 06:35:59,,Positif
Leo ismail togedder,blm pengalaman,5,0,2.24.18.80,2024-09-25 06:35:13,,Positif
Abah Udien Udien,mantaaap,5,0,2.24.18.80,2024-09-25 06:34:56,,Positif
Latifa Burhan,oke kali aplikasinya🥰😍😍🥰,5,0,,2024-09-25 06:34:55,,Positif
Hery Setya,kkuar,5,0,2.24.18.80,2024-09-25 06:33:30,,Positif
Kamisem Baru,whasaapp,3,0,2.24.18.80,2024-09-25 06:32:52,,Netral
Mant Op,mantapppp pinjemmm haaa,5,0,2.24.18.80,2024-09-25 06:32:44,,Positif
Raeni,whatsapp nya telat update fitur like postingan udah update 🥲,2,0,2.24.18.80,2024-09-25 06:32:11,,Negatif
Er widodo widodo,pengalaman tukang urut,5,0,2.24.18.80,2024-09-25 06:32:09,,Positif
Aldi Al,bagus,5,0,2.24.18.80,2024-09-25 06:31:25,,Positif
SBL SABILUL ROSYAD•TM•,aplikasi bagus tolong tambahin profil bergerak,5,0,2.24.18.80,2024-09-25 06:31:00,,Positif
Reno Setiawan,oke,5,0,2.24.15.78,2024-09-25 06:28:21,,Positif
Ridwan Dohot,mantep,5,0,2.24.18.80,2024-09-25 06:27:30,,Positif
Robby Putra,mantapp,5,0,2.24.13.77,2024-09-25 06:25:35,,Positif
Jarangin Sihotang,oke,5,0,,2024-09-25 06:24:49,,Positif
Rita Penita,bagus,5,0,2.24.18.80,2024-09-25 06:23:19,,Positif
Cep Farhan,knp nggak masuk wa,5,0,2.24.18.80,2024-09-25 06:23:01,,Positif
bagong terop,sip bagus,5,0,2.24.18.80,2024-09-25 06:22:36,,Positif
pabia utii,ok,5,0,,2024-09-25 06:22:28,,Positif
Tri heri Setiawan,alasan tibatiba akun whatshapp spampadahal mematuhi ketentuan layanan whatsapp,1,0,2.24.18.80,2024-09-25 06:22:02,,Negatif
Laili Oke,klo ad panggilan wa masuk suruh izin daftar,5,0,2.24.18.80,2024-09-25 06:21:42,,Positif
muhammad abror,whatsapp aja cuman kendala menerima kode sms whatsapp panggilan telepon whatsapp verifikasi masuk whatsapp tolong kembalikan whatsapp krna didalam nya edit sampe whatsapp eror teruuussss huaaaaa,1,3,2.24.8.85,2024-09-25 06:21:33,,Negatif
widya siska2008,bagustapi radaa erorr,5,0,2.24.17.79,2024-09-25 06:21:18,,Positif
Hadri “Hadri raja” Hadri,temukan harapan selamat ber jaya,5,0,2.24.18.80,2024-09-25 06:21:03,,Positif
Spria Di,bagus 🙏🙏🙏🙏,5,0,2.24.12.78,2024-09-25 06:20:32,,Positif
Ujang Alwi,mantap,5,0,2.24.18.80,2024-09-25 06:18:56,,Positif
Izhaq Maulana,bagus,5,0,2.24.18.80,2024-09-25 06:18:48,,Positif
rdj peredy peredy,gak bagus,5,0,,2024-09-25 06:18:39,,Positif
martini 10sptmbr,wa ga si kalo vc miror muka ku ga simetris jelek banget dah kalo vc tolong banget mah,1,0,2.24.18.80,2024-09-25 06:16:32,,Negatif
Azra Duri,bagus manyukai whatsapp,5,0,,2024-09-25 06:15:32,,Positif
Samdani Tika,aplikasi nya bgus cuman aga gitu,5,0,,2024-09-25 06:13:14,,Positif
Suwito _,pengen yg terbaik,5,0,2.24.18.80,2024-09-25 06:11:16,,Positif
Slamet Riyadi,komunikasi lancar,5,0,2.24.18.80,2024-09-25 06:11:08,,Positif
d.aidoel,mantaf,5,0,2.24.18.80,2024-09-25 06:09:14,,Positif
Fi Bi,tolong perbaiki tombol wa chat wa error sulit chat wa makasih,5,0,2.24.18.80,2024-09-25 06:08:59,,Positif
Neta 12,binta,1,0,2.24.18.80,2024-09-25 06:07:27,,Negatif
Syifa KaylaPutri,ngak update ya🙁,2,0,2.24.18.80,2024-09-25 06:06:11,,Negatif
Edi Subroto,ya wa tulisan spampadahal udah dipake lagiterus gitu,5,0,2.24.18.80,2024-09-25 06:06:02,,Positif
Rinaa Rina,kirim pesan ya jaringan bagus,1,0,,2024-09-25 06:05:04,,Negatif
Supriyono Akbar,good,5,0,,2024-09-25 06:04:38,,Positif
Haji Euis,welllllll,5,0,2.24.13.77,2024-09-25 06:04:28,,Positif
Eyang Kunto,keren banget,5,0,,2024-09-25 06:04:13,,Positif
Heri Yanto,👍👍👍👍👍👍👍,5,0,2.24.18.80,2024-09-25 06:03:36,,Positif
Ikbal Fika,membantu,5,0,2.24.17.79,2024-09-25 06:02:42,,Positif
Sobri Yana,sinyal kadang ilang,1,0,2.24.13.77,2024-09-25 06:00:54,,Negatif
Aldi New,nngancok,2,0,,2024-09-25 06:00:32,,Negatif
Saep Puloh,membantu,5,0,,2024-09-25 06:00:13,,Positif
Kelly Kusumbrue,suka,5,0,,2024-09-25 05:58:37,,Positif
Dullah atna,whatsaop mengalami akun kena spam,1,0,,2024-09-25 05:58:08,,Negatif
Jaswanto 123,membantu komunikasi bos mksh amplikasinya,5,0,2.24.18.80,2024-09-25 05:56:06,,Positif
Asep Kolil,ok b lh,5,0,,2024-09-25 05:53:33,,Positif
nadiOt nad,good,5,0,,2024-09-25 05:53:04,,Positif
Adrian Stori,tolong perbarui status whatsapp nya burik kesemeutan ya min,4,0,2.24.13.77,2024-09-25 05:52:46,,Positif
Bryan Adam,blokir ya keterangannya akun whatsapp spam ha maksudnya woi tolong yg berwajib tindak,1,0,2.23.13.76,2024-09-25 05:52:40,,Negatif
Hendrata Triwijaya,wa down fb down,3,0,2.24.18.80,2024-09-25 05:52:35,,Netral
Santo Napitupulu,wa kena spam,3,0,2.24.19.82,2024-09-25 05:51:26,,Netral
Adeeva Amey,aplikasi,5,0,2.20.195.17,2024-09-25 05:50:44,,Positif
indam dam,bagus,5,0,2.24.18.80,2024-09-25 05:49:52,,Positif
Risal Monisah,bagus,5,0,,2024-09-25 05:48:56,,Positif
Fino Fino,whatsapp kena blokir spam melakukanya tolong bantu dikurangi perbaiki,3,0,2.24.18.80,2024-09-25 05:48:31,,Netral
aiza nurhasanah,tolong akun akun slot dihapus,1,0,2.24.18.80,2024-09-25 05:47:56,,Negatif
Rezky,update nya orang udah berubah wa nya gua anjir,5,0,2.24.18.80,2024-09-25 05:47:41,,Positif
Fahrurozi Assegaf,whatsapp aneh knpa orang mengirim foto vidio kontak cepat d download pas kirim foto vidio pending pesan teks cepat terkirim signal d bilang stabil,1,0,2.24.18.80,2024-09-25 05:47:40,,Negatif
Teguh Wagiantoro,wa update update ni admin,1,0,2.24.18.80,2024-09-25 05:46:50,,Negatif
Heri Stella,membantu,5,0,2.24.18.80,2024-09-25 05:43:59,,Positif
Tatang Herdiman,whatsapp facebook dilarang dlm agama dunia rasulullah dunia trimakasih whatsapp,5,0,2.24.18.80,2024-09-25 05:43:16,,Positif
Mulya Kosong lima,kecewa,1,0,2.24.18.80,2024-09-25 05:41:43,,Negatif
Cristian Tian,applikasi bagus berkomunikasi praktis keluarga teman🙏,5,0,2.24.12.78,2024-09-25 05:40:40,,Positif
Assyifa Ramdani,aplikasi whatsapp messenger berguna menelpon mengetchat terima kasih,5,0,,2024-09-25 05:40:25,,Positif
Niko Faot2020,bgus,5,0,,2024-09-25 05:40:23,,Positif
Despi Gemoy,bagus,5,0,2.24.17.79,2024-09-25 05:40:20,,Positif
Susilo Andi,permohonan bantuan pengaktifan whatsapp kena spam,1,0,2.24.18.80,2024-09-25 05:39:07,,Negatif
Wong Soge,tolong whatsapp buka spam,1,0,2.24.2.76,2024-09-25 05:38:57,,Negatif
Habib Sigma,bagus perasaan langsung aplikasi berekspresi,5,0,2.24.17.79,2024-09-25 05:38:08,,Positif
Nurmi Saragih,beuhhh bagus nyee,5,0,2.24.17.79,2024-09-25 05:38:02,,Positif
Semat Ku,whatsapps blokir tolong buka blokir,5,0,2.24.19.82,2024-09-25 05:37:01,,Positif
Asep Herry T,keren,5,0,2.24.13.77,2024-09-25 05:36:48,,Positif
Imran Gleter 135,mantap,5,0,2.24.18.80,2024-09-25 05:36:42,,Positif
Uqun taLa,tim whatsapp ni dah main main,1,0,2.21.24.22,2024-09-25 05:36:22,,Negatif
Angga Aditya,tolong whatsapp hilangkan huruf y terimakasi,1,0,2.24.18.80,2024-09-25 05:34:15,,Negatif
Moh Huda,terima kasih wa terbantu wa,5,0,2.24.18.80,2024-09-25 05:33:45,,Positif
hanik kharisatul imaniah,bagus banget ngak da iklan,5,0,2.24.18.80,2024-09-25 05:32:08,,Positif
Pius Mote,aktiifkaan,5,0,2.24.18.80,2024-09-25 05:30:28,,Positif
Ayska ayudhya,ya suka buka story orang gak diklik pembaruan nya dibisukan mohon diperbaiki kenyamanan pengguna 🙏🏻,4,0,2.24.18.80,2024-09-25 05:29:19,,Positif
Mr Kopi,oke,5,0,2.24.18.80,2024-09-25 05:28:42,,Positif
Kania Aska,developer menanggapi permintaaan kamikrn kmi bsa whatshapp,5,0,2.18.361,2024-09-25 05:27:26,,Positif
Putri Puspita lestari,putri puspita lestari tolong atit nor wa,4,0,2.23.25.78,2024-09-25 05:26:59,,Positif
Ratoguh Sianipar,apk gk,1,0,,2024-09-25 05:25:18,,Negatif
Ulan Dari,whatsapp bikin kesel banget nya kalo liat sw keu kiriin kecewa whatsapp mending pindah aja keu facebook whatsapp gak kaya asu👿👿👿 hhhh🙀😿🙀,1,0,,2024-09-25 05:25:10,,Negatif
Arvie Sibarani,akun tibatiba whatsapp kecewa aplikasi 👎,1,0,2.24.18.80,2024-09-25 05:24:49,,Negatif
P Agung,bagus,5,0,2.23.23.78,2024-09-25 05:24:08,,Positif
Mas Bray,download,1,0,,2024-09-25 05:22:55,,Negatif
Kiki James,kadang klw masuk cht aga lma dn gda ringtun,2,0,2.24.15.78,2024-09-25 05:22:29,,Negatif
Ahmad 81ghode,ok beut,5,0,2.24.18.80,2024-09-25 05:21:59,,Positif
Rahmatun,okay,5,0,2.24.13.77,2024-09-25 05:21:11,,Positif
Roy Jenifers,privat apanya privat kalo ngumpulin metadata pesan kontak lokasi histori pencarian konten pengguna bagusan signal messenger kemanamana uninstall,1,0,2.20.205.16,2024-09-25 05:20:35,,Negatif
Bakso Jumbo,ok,5,0,2.24.18.80,2024-09-25 05:20:16,,Positif
Salomo,wa ngelike,5,0,2.24.18.80,2024-09-25 05:20:10,,Positif
nina ja,bikin males liat story bikin ga nyaman tlong diperbaiki lg,1,0,2.24.18.80,2024-09-25 05:18:39,,Negatif
Mahyun Junior,tolong whatsapp pilihkan lgi,5,0,2.24.18.80,2024-09-25 05:18:37,,Positif
Marisa Amelia,aplikasi menelvon mudah cepat aplikasi status vitur,5,0,2.24.13.77,2024-09-25 05:17:59,,Positif
Uswatun Hasanah,instal ga gimana ya,1,0,,2024-09-25 05:17:33,,Negatif
Oppo A71,wa butuhkan,5,0,2.24.12.78,2024-09-25 05:17:11,,Positif
Ambon Ridwan,wtsaaf kena spam,1,0,2.24.18.80,2024-09-25 05:17:00,,Negatif
dekigio Beis,senang bngt,1,0,2.24.13.77,2024-09-25 05:16:52,,Negatif
Achmad Cnvs,update ribet baca storystatus mending durasi video drpd dibikn kyk facebook or ig model tampilannya menarik n ribet,1,0,2.24.14.81,2024-09-25 05:16:15,,Negatif
Patriot Patriot,matekur,1,0,2.24.17.79,2024-09-25 05:14:27,,Negatif
Arofik senjaya Senjaya,bagus,4,0,,2024-09-25 05:11:37,,Positif
Ifhal Ardiansyah,ko wa sy nga bsa masuk,4,0,2.22.24.78,2024-09-25 05:10:57,,Positif
Ezaa 1932,reting whatsapp,5,0,2.24.16.76,2024-09-25 05:10:33,,Positif
Nil Uniang,wa aktitkan menerima pesan,1,0,2.24.18.80,2024-09-25 05:10:32,,Negatif
Rion Rion,bagus,5,0,2.24.17.79,2024-09-25 05:09:53,,Positif
Didi Rosadi,ga vn ga tlpn,2,0,2.24.18.80,2024-09-25 05:09:49,,Negatif
Fatkhul Ulum,wa terkena spamgmn pulih lg,1,0,,2024-09-25 05:08:50,,Negatif
Aldo Aldo,berkomunikasi,3,0,2.24.18.80,2024-09-25 05:08:11,,Netral
Ati Trg,amplikasi bgscuman tolong jg akun kt dr penipuan,5,0,2.24.18.80,2024-09-25 05:07:42,,Positif
Heni Nurhaini,gak lelet bagus 👍,5,0,2.24.17.79,2024-09-25 05:07:31,,Positif
Wina Maryani,spam gak aplikasinya terganggu,1,0,,2024-09-25 05:07:24,,Negatif
Rustam,mantap,5,0,,2024-09-25 05:06:19,,Positif
Hayati Sitini,whatsapp buruk service nya pake banget aplikasi menelpon rekan client terdeteksi akun spam meeting jdi tergangu skrg ayo warga indonesia whatsapp lgi merugikan orang whatsappn versi lawas membantu orang jasa pelayanan lainya berguna mempersulit hidup development whatsapp amati dampak yg tlh trjdi,1,0,,2024-09-25 05:05:43,,Negatif
Supinah Supinah,buruk,2,0,2.24.13.77,2024-09-25 05:05:41,,Negatif
Nur Nurokhim,whatsaap jelek berulang kali akun blokir terusspam srkarang,1,0,2.24.17.76,2024-09-25 05:05:22,,Negatif
H Udin,hiduplah hemat berjuanglah kebenaran rukunlah umat amin amin,5,0,2.24.16.76,2024-09-25 05:05:01,,Positif
Famaza,knp panggil menerima panggilan apk aneh,1,0,2.24.18.80,2024-09-25 05:03:39,,Negatif
Tom Papua,kiguajubiga,5,0,,2024-09-25 05:03:00,,Positif
Adam Mardhani,wa pribadi terindikasi spam wa tdk spam meresahkan,1,0,2.24.18.80,2024-09-25 05:02:54,,Negatif
Fandi Jaya,mohon maaf blokir whatsapp,5,0,,2024-09-25 05:02:36,,Positif
Reskian Armin,kerena nda update,1,0,2.24.18.80,2024-09-25 05:02:04,,Negatif
Irma Irma,membantu,5,0,2.24.13.77,2024-09-25 04:59:57,,Positif
Babang robi robi,aplikasi bikin emosi beli kartu pakek diwit ganti kartu cumak palinang minggu udah blokir,2,0,2.24.18.80,2024-09-25 04:58:29,,Negatif
Adi Ardi,,5,0,,2024-09-25 04:58:18,,Positif
Muhammad Ivan,yth whatsappkenapa akun kena spam ngeganggu pekerjaan kurir paket,1,0,2.24.18.80,2024-09-25 04:57:24,,Negatif
Samsung Mataram,mantaaap,5,0,2.23.17.76,2024-09-25 04:57:17,,Positif
S Mo,oke,3,0,2.24.18.80,2024-09-25 04:57:05,,Netral
Darus Salam,bagus cepat,3,0,2.24.18.80,2024-09-25 04:56:58,,Netral
Utis Sebastian,j k k v ko,4,0,2.24.19.82,2024-09-25 04:54:57,,Positif
Qorib Jettcaep,apk gajelas dichat udh ceklis biru ga dibales,3,0,2.24.18.80,2024-09-25 04:54:28,,Netral
Budeck Jenggot,nomor wa spam,5,0,2.24.18.80,2024-09-25 04:54:19,,Positif
Rere Rado,bagus,5,0,2.24.18.80,2024-09-25 04:52:54,,Positif
Ermita suriani,bagus bgt,5,0,2.24.17.79,2024-09-25 04:52:31,,Positif
Sadam Yadi,bagus,5,0,2.24.13.77,2024-09-25 04:52:29,,Positif
Oppo Onno,whtsapp messenger selo,5,0,2.24.18.80,2024-09-25 04:49:27,,Positif
mohammad efendi,bagus gampang komunikasi terimakasih,5,0,2.24.3.81,2024-09-25 04:48:36,,Positif
Arifin Fin,good job,3,0,,2024-09-25 04:48:34,,Netral
Ery Ryy,bagus,2,0,2.24.13.77,2024-09-25 04:47:12,,Negatif
Suparyadi Yadi,iya bagus,5,0,,2024-09-25 04:46:50,,Positif
Ediek Mulyono,bagus,5,0,2.24.18.80,2024-09-25 04:45:40,,Positif
Zahira Fahmara,iya membantukami,4,0,2.24.18.76,2024-09-25 04:45:30,,Positif
Pramudya Wardana,alangkah pengambilan foto dr kamera wa stamp tanggal dll krn dokumentasi,5,0,2.24.18.80,2024-09-25 04:45:17,,Positif
imaroh sazfa,wa aneh wa yg aneh aneh gk wa spam engk wa blokir udah ganti nomer gitu tolooong ya aplikasinya perbaruhi,1,0,2.24.18.80,2024-09-25 04:45:17,,Negatif
Futikhatul Awa,nggk bunyi nya pas yg chat,3,0,2.24.13.77,2024-09-25 04:44:26,,Netral
Neng Aulia,pulihkan akun wea,5,0,2.24.19.82,2024-09-25 04:43:57,,Positif
Khairul Herul,whatsapp qt silaturahmi,5,0,,2024-09-25 04:43:36,,Positif
Agussit Milikit,,5,0,2.24.13.77,2024-09-25 04:43:11,,Positif
Slamet Slamet,aplikasi anjng nggk ngechat,1,0,2.24.18.80,2024-09-25 04:42:42,,Negatif
Ahmat Nur Wahid,bagus,5,0,2.24.18.80,2024-09-25 04:41:54,,Positif
RYAN PRIYO HUSNI,its increasingly difficult to log in using the old number because unofficial applications are always detected ive used the application from playstore but it doesnt work the old version is still better,1,21,2.24.18.80,2024-09-25 04:40:48,,Negatif
Efraim Komalig,saluran nya gak kebagian,1,0,2.24.18.80,2024-09-25 04:40:45,,Negatif
Nopiah Opi,whatsapp messenger bagus berguna orang terimakasih whatsapp messenger semangat ya👍👍👍👍,5,0,2.24.18.80,2024-09-25 04:39:50,,Positif
Rina Nose,oke,5,0,2.24.13.77,2024-09-25 04:39:09,,Positif
Nurhayati Nupus,knp ya ga buka,5,0,2.24.18.80,2024-09-25 04:35:11,,Positif
onan'z gaming,axdddsx,3,0,2.24.18.80,2024-09-25 04:32:27,,Netral
Reyhan Alfarizy,bagus,5,0,2.24.18.80,2024-09-25 04:31:25,,Positif
Nike Larasati,ya udah daftat whatsapp abis nya bacaan whatsapp diblokir sepam yng tau jawabanya,1,0,,2024-09-25 04:30:01,,Negatif
Rizky Syahputra,wa skrng gjls g ngelakuin blokir akun kena spam aneh,1,0,,2024-09-25 04:29:19,,Negatif
Iwan Aja,why areja rayhona e,4,0,,2024-09-25 04:29:15,,Positif
Rohan Al-Fatih,berbagi lokasi akurasinya ngga kaya ya lambat banget,4,0,2.24.17.79,2024-09-25 04:29:07,,Positif
Tiominar betty,mohon wa dibuka wa dibuka,5,0,2.24.18.80,2024-09-25 04:26:49,,Positif
Bil Sandy,k orxr mu kkixrg nya e ou b bok,4,0,,2024-09-25 04:26:43,,Positif
Ayunila Sari,wa daftar terblokir chat teman langsung keblokir pulih masuk keblokir tolong kualitas whatsapp diperbarui,1,0,2.24.18.80,2024-09-25 04:24:50,,Negatif
Awai Al faqih,notip muncul update,3,0,2.24.18.80,2024-09-25 04:24:41,,Netral
receh aja,wa jng elor bos wa,5,0,2.19.115,2024-09-25 04:23:25,,Positif
Wildan Fahmi Nikmatullah,ill give star because this app trash when i want to share my vid on my status the quality of video so bad can not hd please fix it for next update,3,0,2.24.18.80,2024-09-25 04:23:23,,Netral
Duwi handayani,mbah gugle inofatif membetikan masukkan yg,5,0,2.24.18.80,2024-09-25 04:22:29,,Positif
Toni Hidayat,ok,5,0,2.24.18.80,2024-09-25 04:22:04,,Positif
Ajay Sudrajat,vidio call,1,0,2.24.16.76,2024-09-25 04:20:49,,Negatif
Dewi amina albasra,knp ya tdk download aplikasi wa banget aplikasi,2,0,,2024-09-25 04:18:32,,Negatif
Isma Nudin,senang aplikasi membantu,5,0,2.24.18.80,2024-09-25 04:18:26,,Positif
PEDITA AMONDA,ok,5,0,2.24.18.80,2024-09-25 04:16:42,,Positif
Rizki Pi,rada susah ya update,3,0,,2024-09-25 04:16:39,,Netral
edi suliswanto,wathsap menyuruh dowlod versi memasukkan nomer telefon kode otp,5,0,2.24.18.80,2024-09-25 04:16:33,,Positif
Yadi Adi,whatsapp,5,0,,2024-09-25 04:15:18,,Positif
Bang regar Parsabar,ku mohon wastaf kenap ku slalu spam blokir gc kotor memosting poto telanjang,1,0,2.24.18.80,2024-09-25 04:14:29,,Negatif
Muhammad Ihsan Aljauhari,assalamualaikum 💖 wa bagus i love you,5,0,2.24.16.76,2024-09-25 04:13:09,,Positif
Rosmawan Simanjuntak,bagus,5,0,2.24.16.76,2024-09-25 04:10:47,,Positif
Inventaris Komunikasi,belis gak,1,0,,2024-09-25 04:10:17,,Negatif
Bagas Sinaga,pembaruan status nya acak adul ga beraturan,1,0,2.24.16.76,2024-09-25 04:09:20,,Negatif
Asri Bis mail,low end,2,0,,2024-09-25 04:08:45,,Negatif
Wiwin Masniah,jelek bngtt,5,0,2.24.18.76,2024-09-25 04:08:20,,Positif
Endah Adnan,aduh ya setatus wa ga nyusun yg terbaru tolong donk kembaliin yg nyusun lg,4,0,2.24.18.80,2024-09-25 04:07:57,,Positif
Realme Narzo,mantap bngat aplikasi cuy,5,0,2.24.17.79,2024-09-25 04:05:20,,Positif
Kepo Boss,acc,5,0,,2024-09-25 04:04:27,,Positif
Konter Ku,membantu kelancaran bisnis,5,0,2.24.13.77,2024-09-25 04:04:00,,Positif
Uswatun Hasanah,bagus,5,0,2.24.18.80,2024-09-25 04:03:04,,Positif
FALEMO,uapdet ruangan memori,1,0,2.24.13.77,2024-09-25 04:02:57,,Negatif
Sifa mei NurZalaieah,update gimana,5,0,2.24.18.80,2024-09-25 04:02:34,,Positif
Cahyana 11,,3,0,2.24.18.80,2024-09-25 04:02:18,,Netral
Bundae Serly,bagus,5,0,,2024-09-25 04:01:43,,Positif
Muhammad Nuril anwar,aplikasi nya bagus minusnya ngechat dee dee gak bales² cari laki² p hubungi,5,0,2.24.18.80,2024-09-25 04:01:00,,Positif
Yadin Yaadin,no wa,1,0,2.24.15.78,2024-09-25 03:58:02,,Negatif
Mita Ardilla,whatsapp ku gabisa ngelove ya padal udah update berkali kali tetep aja gabisa sarannya,4,0,2.24.18.80,2024-09-25 03:56:05,,Positif
Sri Darma 76,was app,5,0,2.24.13.77,2024-09-25 03:56:01,,Positif
Oppo a71,ok,5,0,2.24.18.80,2024-09-25 03:55:26,,Positif
Erwin Mulait,bagus,4,0,2.24.18.80,2024-09-25 03:54:32,,Positif
Paris Priyanto,kasih ranting,5,0,2.24.13.77,2024-09-25 03:50:39,,Positif
gunawan muhamad,memudahkan komunikasi,5,0,2.22.12.80,2024-09-25 03:49:53,,Positif
Fit_Wid22,video call yg wajah q ngeblur,2,0,2.24.18.80,2024-09-25 03:48:20,,Negatif
Keysha Gaming,update,1,0,2.24.18.80,2024-09-25 03:48:08,,Negatif
Virus Bae,memuaskan,5,0,2.22.16.75,2024-09-25 03:47:31,,Positif
Ayah Nurmatias,setor rp seratus ribu rupiah via rekening nelvi silvia bri bukittinggi,5,0,2.24.17.79,2024-09-25 03:47:20,,Positif
Tamar Here Wila,lebìh muda berkomunikasi dgn anak n keluarga n teman,5,0,,2024-09-25 03:45:14,,Positif
Jennifer Lynn Manuela,kasih bintang sebel suruh u pdate,1,0,2.24.13.77,2024-09-25 03:44:33,,Negatif
Revaldo triawijaya,aplikasinya bagus,5,0,,2024-09-25 03:42:36,,Positif
Anna regina,wa knp susah yasusak kirim video kirim chat kadang,1,0,,2024-09-25 03:41:51,,Negatif
Novi Yanto,aplikasi bagus,3,0,2.24.18.80,2024-09-25 03:41:15,,Netral
Resti Lisdianti,fitur likenya,2,0,2.24.18.80,2024-09-25 03:41:13,,Negatif
Fifien Dalama,whatsapp mantap,1,0,2.24.11.79,2024-09-25 03:40:51,,Negatif
Nurul Ipuel,terbaik,1,0,2.24.18.80,2024-09-25 03:40:46,,Negatif
Muhammad Suwono Idris,toko sembako m suwono idris simpang asambanjit jl jurus an sumberbaru,5,0,2.24.18.80,2024-09-25 03:40:00,,Positif
Munasiroh 1702,biar bacakecewa bgt dlu pke waskrng kena spampdhl ngga ngapainparah skrng wa,5,0,2.24.18.80,2024-09-25 03:39:28,,Positif
Sizuka Nobi,hrs diupdate ngumpulin data user setingan berubah dll,2,0,2.24.11.79,2024-09-25 03:38:32,,Negatif
Riko Purnomo,kasih bintang akunku berkali kali kena blok alasanya spam nge spam ngga ngga banget bikin darah doang,1,0,,2024-09-25 03:37:26,,Negatif
Siti Suliyati,memblokir acak,1,0,,2024-09-25 03:36:46,,Negatif
Abi Putra,,5,0,2.24.18.80,2024-09-25 03:36:01,,Positif
R.A. Rachman,wa buka,1,0,2.24.18.80,2024-09-25 03:35:56,,Negatif
Denih Alfarizki,aplikasi wa kena spam karna masukkan grup ga sampe skrng gabisa kebuka udh ajukan sebentar nya abis blokir tolong perbaiki spam,1,0,,2024-09-25 03:35:48,,Negatif
ningsih ning,membantu 👍👍👍👍👍,5,0,2.24.18.80,2024-09-25 03:33:38,,Positif
Andri Ate,bikin status langsung gaada gimanasih,4,0,2.24.18.80,2024-09-25 03:33:36,,Positif
Adhy Bastian,,4,0,2.24.13.77,2024-09-25 03:33:06,,Positif
Syam Ardhi,bintang pengembang whatsapp fitur ngeblokir pengguna whatsapp resmi wa gb otomatis,1,0,2.24.18.80,2024-09-25 03:32:43,,Negatif
Sony Marsony,ya watshap,5,0,2.24.19.82,2024-09-25 03:32:36,,Positif
Mario RustiBerek,mengunakan whatsap whatsap,4,0,2.24.18.80,2024-09-25 03:32:11,,Positif
gudel jaran,verifikasi no hp tdk menerima kode verifikasi mohon diaktifkan whatsapp,5,0,,2024-09-25 03:31:41,,Positif
Imam Ghozali,pengalaman pait sepam cuman pindah hp,2,0,2.24.18.80,2024-09-25 03:31:18,,Negatif
Pengguna Google,ok,5,0,2.24.7.81,2024-09-25 03:28:34,,Positif
aril wisnu,bagus,5,0,2.24.18.80,2024-09-25 03:26:51,,Positif
Neneng Siti rohmah,bags,5,0,2.24.13.77,2024-09-25 03:26:05,,Positif
Wa Boy,top bngtt👌👍,5,0,,2024-09-25 03:26:03,,Positif
Bambang agus sutiono,ikon menu favorit muncul watshaap,4,0,,2024-09-25 03:25:00,,Positif
Gilovemi 18,wa babi kau salah aq sma kau njeng,1,0,2.24.18.80,2024-09-25 03:24:21,,Negatif
Sloter Slot,mantul mantap,4,0,2.24.18.80,2024-09-25 03:23:29,,Positif
Bintang Prasetyo,⭐⭐⭐⭐⭐,5,0,2.24.18.80,2024-09-25 03:21:17,,Positif
Muchlis Syah,,5,0,,2024-09-25 03:20:29,,Positif
Ru Di,ok,4,0,,2024-09-25 03:19:06,,Positif
Wamux,tolong perbaiki error an,2,0,2.24.18.80,2024-09-25 03:18:56,,Negatif
Ismail Burhan,iyh whatsapp sy panggilan masuk dpt,5,0,2.24.18.80,2024-09-25 03:16:05,,Positif
Iwan Lone,update wa,5,0,,2024-09-25 03:15:01,,Positif
